120;Ausência de gestão integrada para preservação dos recursos naturais.
121;Ausência de incentivo para o aproveitamento das fontes de energias limpas.
122;Ausência de incentivos a agroindústria.
123;Ausência de incentivos aos profissionais da atenção primária de saúde.
124;Ausência de indústria para o beneficiamento dos produtos pesqueiros.
125;Ausência de iniciativas que aproximem a sociedade para as questões de segurança.
126;Ausência de investimento na infraestrutura.
127;Ausência de investimentos e valorização nos projetos culturais.
128;Ausência de manejo dos resíduos sólidos.
129;Ausência de manutenção dos equipamentos.
130;Ausência de medidas estratégicas contínuas para conviver com a seca.
131;Ausência de moradias para população carente.
132;Ausência de oferta pública de energias renováveis.
133;Ausência de perícia forense.
134;Ausência de plano de manejo nas unidades de conservação.
135;Ausência de plano de mobilidade urbana para todos os municípios.
136;Ausência de policiamento nos assentamento e comunidades rurais.
137;Ausência de política de comunicação de difusão do conhecimento através dos meios de comunicação do Estado e da mídia alternativa popular.
138;Ausência de política estadual de habitação para a população de baixa renda.
139;Ausência de políticas de alimentação saudável nas escolas para diminuir doenças crônicas.
140;Ausência de políticas de proteção / recuperação dos rios.
141;Ausência de políticas de reflorestamento.
142;Ausência de políticas de reuso da água.
143;Ausência de políticas de transporte para os estudantes do ensino superior.
144;Ausência de políticas estaduais de aquisição e disponibilização de grãos para alimentação animal.
145;Ausência de políticas publicas para atender crianças de 0 a 3 anos
146;Ausência de políticas públicas de acesso a terra pela governo do estado.
147;Ausência de políticas públicas para extinguir o analfabetismo digital.
148;Ausência de políticas públicas para incentivo à energia solar.
149;Ausência de políticas públicas visando gestão e uso racional dos recursos hídricos.
150;Ausência de pontualidade no repasse dos recursos do cofinanciamento da assistência.
151;Ausência de profissionais na área de apoio ao estudante - psicólogos, assistente social etc.
152;Ausência de profissionais nas academias nos espaços públicos.
153;Ausência de programa de uso de água para irrigação.
154;Ausência de programas de fomento à arte e à cultura e à transformação social.
155;Ausência de qualificação profissional para público em geral da região.
156;Ausência de recursos financeiros e humanos direcionados ao esporte e lazer.
157;Ausência de registros dos imóveis.
158;Ausência de rotas turísticas, pouco incentivo e promoção dos destinos com foco nas suas regionalidades e turismo rural.
159;Ausência de saneamento básico.
160;Ausência de saúde alternativa (farmácia viva, fototerápico).
161;Ausência de segurança ostensiva.
162;Ausência de serviços especializados de saúde.
163;Ausência de tecnologia na construção civil para projetos de energia sustentáveis.
164;Ausência de transporte público para alunos do ensino superior.
165;Ausência de um atendimento especializado à mulher em situação de violência.
166;Ausência de um centro para comercialização e distribuição dos produtos da agricultura familiar.
167;Ausência de uma campanha naturalizadora de aceitação social.
168;Ausência de uma legislação que promova a atração de empresas detentoras da tecnologia de energias renováveis.
169;Ausência de uma unidade do Corpo de Bombeiros.
170;Ausência de unidades de corpo de bombeiros (só existe uma unidade em Sobral).
171;Ausência de valorização da cultura local e regional.
172;Ausência do estado na gestão dos consórcios públicos em saúde.
173;Ausência do município de Icó no roteiro cultural e turístico.
174;Ausência dos centros de zoonoses regionais.
175;Ausência, por parte do estado, de profissionais (assistente sociais e psicólogos) para dar suporte à justiça.
176;Avanço da desertificação na região.
177;Avanço da ocupação das áreas do mangue e aluvião pelas atividades econômicas.
178;Avanço indiscriminado do agronegócio em detrimento da agricultura familiar.
179;Baixa aplicação de leis dos Direitos Humanos.
180;Baixa articulação do governo do estado e municípios para programas de convivência com o semiárido.
181;Baixa articulação entre as setoriais para aquisição dos produtos da agricultura familiar.
182;Baixa atividade cultural nas escolas.
183;Baixa capacitação de pessoas dentro do ambiente regulatório envolvendo a Ciência, Tecnologia e Inovação.
184;Baixa capacitação do produtor para produzir mais com menos custos.
185;Baixa capacitação dos jovens residentes no meio rural.
186;Baixa capacitação para relações étnico-raciais.
187;Baixa cobertura de saneamento básico.
188;Baixa cobertura do saneamento básico.
189;Baixa cobertura e baixa eficiência do programas sociais.
190;Baixa cobertura e ineficiência dos serviços de saneamento básico na região.
191;Baixa conscientização da população quanto ao uso racional da água.
192;Baixa consciência sobre a sustentabilidade na relação entre agricultores e os espaços onde vive.
193;Baixa disponibilidade de medicamentos compactuados no SUS.
194;Baixa educação em políticas de sustentabilidade para o processo de transição agroecológica.
195;Baixa escolaridade dos agricultores.
196;Baixa exploração dos potenciais turísticos da região.
197;Baixa fiscalização nas atividades de carcinicultura.
198;Baixa fiscalização nas compras governamentais.
199;Baixa fiscalização para o meio ambiente (sustentabilidade).
200;Baixa fiscalização por parte do estado na comercialização dos produtos da agricultura familiar (produtor refém do atravessador).
201;Baixa fiscalização às empresas que fazem os serviços de transporte coletivos intermunicipais.
202;Baixa fixação dos produtores e agricultores assentados no campo.
203;Baixa frequência da ronda policial.
204;Baixa iluminação na zona rural aumentando a violência.
205;Baixa infraestrutura produtiva para o homem do campo (equipamentos e agroindústrias).
206;Baixa inserção dos produtos da agricultura familiar nos programas de compras governamentais.
207;Baixa integração das políticas de prevenção para aproximação da sociedade (in loco).
208;Baixa integração dos equipamentos da área da Justiça e Município.
209;Baixa integração dos órgãos públicos e sociedade civil para o desenvolvimento da cadeia produtiva agropecuária.
210;Baixa integração entre as prefeituras, perdendo força para atração de investimentos.
211;Baixa intersetorialidade das políticas públicas da rede socioassistencial, segurança, saúde, educação, emprego e renda.
212;Baixa oferta de cursos profissionalizantes gratuitos.
213;Baixa oferta de empregos e geração de renda.
214;Baixa oferta de produtos em quantidade, qualidade e diversidade que assegurem garantia alimentar e nutricional.
215;Baixa oferta de profissionais na área de saúde da região.
216;Baixa oferta de vagas para educação infantil.
217;Baixa organização das diferentes cadeias produtivas (desde a produção até a comercialização).
218;Baixa permanência dos juízes, promotores e defensores públicos nos municípios.
219;Baixa produtividade do trabalho devido ao padrão tecnológico rudimentar.
220;Baixa qualidade das energias ofertadas da zona rural.
221;Baixa qualidade do ensino fundamental.
222;Baixa qualidade do ensino nas escolas públicas.
223;Baixa qualidade dos profissionais escolares no atendimento a pessoas com deficiência.
224;Baixa qualidade na Educação.
225;Baixa qualidade na inclusão dos PCD na sociedade (estrutura dos equipamentos públicos e qualificação dos profissionais).
226;Baixa qualificação da mão de obra devido à oferta insuficiente de cursos de capacitação em todos os setores da economia.
227;Baixa qualificação da mão de obra em geral.
228;Baixa qualificação da mão de obra, aumentando a informalidade.
229;Baixa qualificação de operadores no setor turístico e dos demais setores (trabalhadores acima de 40 anos).
230;Baixa qualificação na mão de obra para o trabalho na indústria.
231;Baixa remuneração dos produtos da agricultura familiar.
232;Baixa resolutividade na atenção de média e alta complexidade.
387;Deficiência das estruturas físicas e de equipamentos para a pesca e apicultura.
388;Deficiência das vias de acesso entre os espaços rurais e urbanos (rodovias estaduais e estradas vicinais) para o escoamento da produção.
389;Deficiência de capacitação dos gestores públicos para gestão estratégica.
390;Deficiência de emprego.
391;Deficiência de espaços para comercialização e realização de feiras e eventos.
392;Deficiência de estratégias inovadoras e pesquisas agropecuárias e aquícolas para geração de renda no meio rural.
393;Deficiência de mobilidade dos produtores e produção entre o meio rural e urbano.
394;Deficiência de políticas públicas que garanta o desenvolvimento econômico, social e ambiental nos assentamentos e produtores da região.
395;Deficiência de programas e projetos para utilização dos recursos hídricos nos meios de produção.
396;Deficiência de recursos voltados para a educação infantil.
397;Deficiência de sinalização nas vias de acesso aos pontos turísticas da região.
398;Deficiência de um tratamento multiprofissional do serviço especializado, no atendimento aos pacientes portadores de hemoglobinopatia e coagulopatias.
399;Deficiência do sistema de saneamento básico.
400;Deficiência dos campos de várzea.
401;Deficiência e descontinuidade da oferta de Ater na região.
402;Deficiência e ineficiência da segurança nas escolas públicas.
403;Deficiência em assistência técnica rural- ATER, assistência técnica na pesca e aquicultura- ATEPA de forma continuada e de qualidade.
404;Deficiência em políticas públicas de comercialização dos produtos agrícolas.
405;Deficiência em políticas públicas de qualificação para a produção agropecuária (produtores e população em geral).
406;Deficiência na aplicação dos protocolos por parte dos profissionais da saúde.
407;Deficiência na assistência ao idoso.
408;Deficiência na atração de indústrias e agroindústrias para região.
409;Deficiência na capacitação dos agentes de segurança (descontinuidade).
410;Deficiência na capacitação empreendedora.
411;Deficiência na contratação de agentes comunitários de saúde.
412;Deficiência na estrutura para produção de farinha e cajucultura.
413;Deficiência na exploração do potencial turístico da região.
414;Deficiência na gestão do transporte escolar.
415;Deficiência na gestão escolar.
416;Deficiência na gestão hídrica.
417;Deficiência na identificação de vocações e oportunidades da região.
418;Deficiência na infraestrutura escolar.
419;Deficiência na intersetorialidade de políticas do Ceará do Conhecimento.
420;Deficiência na mobilidade urbana inclusive noturna.
421;Deficiência na política voltada para atração de investimentos e geração de emprego e renda para fomentar no mercado de trabalho.
422;Deficiência na qualificação dos agentes de Ater, da mão de obra rural e das organizações.
423;Deficiência na titularidade da terra.
424;Deficiência no acesso gratuito à justiça.
425;Deficiência no aproveitamento das vocações turísticas da região (divulgação, rotas turísticas, integração entre os municípios, aparelhamento, dentre outros).
426;Deficiência no atendimento do Samu.
427;Deficiência no atendimento terciário e especializado para idosos.
428;Deficiência no dimensionamento e posicionamento estratégico das atividades agropecuárias para as economias dos municípios da região.
429;Deficiência no enfrentamento da violência contra a mulher.
430;Deficiência no mapeamento e divulgação dos pontos turísticos da região.
431;Deficiência no sistema de saneamento básico.
432;Deficiência nos canais de escoamento da produção.
433;Deficiência nos projetos habitacionais da zona urbana e rural.
434;Deficiência ou ausência da educação empreendedora na educação formal.
435;Deficiência por parte dos órgãos responsáveis por programas de acesso a terra e regularização fundiária e do Cadastro Ambiental Rural dos Assentamentos Estaduais, sobretudo para povos e comunidades tradicionais (PCTs).
436;Deficiência, descontinuidade e ineficiência de assistência técnica e extensão rural.
437;Deficiências nas políticas, não atendendo às reais demandas da população.
438;Degradação ambiental crescente, principalmente no Açude do Jaburu 1.
439;Degradação das nascentes e matas ciliares.
440;Degradação das vias de acesso entre campo e cidade dificultando o escoamento da produção e mobilidade das pessoas na prestação de serviços.
441;Degradação do espaço público e natural devido ao elevado fluxo do turismo.
442;Demanda reprimida por cirurgias eletivas.
443;Demora excessiva no diagnóstico de doença (demora na marcação de exames).
444;Demora na conclusão da escola profissionalizante de limoeiro do norte.
445;Demora na resolução das causas judiciais
446;Demora na tramitação dos processos judiciais.
447;Dependência de apenas uma matriz energética.
448;Desalinhamento das escolhas dos cursos superiores com a necessidade local.
449;Desalinhamento entre projetos de cultura e a comunidade.
450;Desarticulação das políticas públicas gerando a criação de elefantes brancos.
451;Desarticulação entre os governos estadual e municipal para captação de projetos.
452;Desarticulação entre os municípios, políticas públicas e instituições para o desenvolvimento regional
453;Desatualização do Plano de Bacias (Acaraú e Coreaú).
454;Desatualização e defasagem do plano de mobilização urbana da região.
455;Descarte inadequado de resíduos sólidos e ineficácia de fiscalização desse descarte.
456;Descaso com a população referente à titularização das suas propriedades em áreas de assentamentos e reassentamentos.
457;Desconexão entre a política industrial e a universidade.
853;Fiscalização inadequada na ocupação de territórios.
854;Fiscalização ineficaz do meio ambiente.
855;Fiscalização insuficiente dos recursos hídricos.
856;Fluxo de jovens saindo do campo para centros urbanos em busca de trabalho.
857;Formação continuada dos profissionais insuficiente.
858;Formação de professores insuficiente.
859;Formação dos profissionais não adequada para enfrentar os problemas sociais (violência).
860;Formação e qualificação dos professores ineficientes.
861;Formação profissional distante dos arranjos produtivos locais.
862;Fornecimento de alimentos que apesar de ser de baixo custo é de baixa qualidade.
863;Forte indicação política dos gestores públicos.
864;Fracasso escolar no ensino-aprendizagem: evasão, abandono.
865;Fragilidade da assistência farmacêutico com foco das distribuição de medicamentos.
866;Fragilidade da rede de proteção social especial de alta complexidade.
867;Fragilidade da regularização de política de aquisição de alimentos (insuficiência de recursos).
868;Fragilidade das políticas públicas de promoção e prevenção à saúde.
869;Fragilidade das políticas voltadas para mulheres vítimas de violência na região.
870;Fragilidade de empoderamento do papel dos comitês de bacias hidrográficas.
871;Fragilidade de estratégia dos programas de proteção às crianças e adolescentes ameaçadas.
872;Fragilidade de implementação do programa de transferências de renda (beneficiário fora de perfil).
873;Fragilidade dos equipamentos de segurança nos distritos.
875;Fragilidade dos vínculos familiares.
876;Fragilidade na atenção mental.
877;Fragilidade na educação ambiental.
878;Fragilidade na fiscalização do programa Garantia Safra.
879;Fragilidade na intersetorialidade das políticas públicas de meio ambiente.
880;Fragilidade na política de educação permanente em saúde.
881;Fragilidade na qualificação dos produtores para o uso de novas técnicas.
882;Fragilidade na rede de atenção à saúde.
883;Fragilidade quanto à acessibilidade para os mais vulneráveis, em especial, idosos e pessoas com deficiência.
884;Fragmentação das políticas de saúde, dificultando o acesso aos serviços indispensáveis.
