251;Baixo efetivo dos agentes de segurança para atender a área rural e urbana.;2021-04-12 11:47:50;;2021-04-12 11:47:50
252;Baixo efetivo para atendimento na zona urbana e rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
253;Baixo estímulo para atração de novas indústrias para geração de empregos, melhoria da eficiência e acesso a novas tecnologias.;2021-04-12 11:47:50;;2021-04-12 11:47:50
254;Baixo estímulo para produção sustentável e agroecológica no semiárido.;2021-04-12 11:47:50;;2021-04-12 11:47:50
255;Baixo grau de atuação e organização em associativismo e cooperativismo e redes de produtores.;2021-04-12 11:47:50;;2021-04-12 11:47:50
256;Baixo incentivo da melhoria da política de irrigação.;2021-04-12 11:47:50;;2021-04-12 11:47:50
257;Baixo incentivo para o desenvolvimento do turismo rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
258;Baixo incentivo para o turismo.;2021-04-12 11:47:50;;2021-04-12 11:47:50
259;Baixo incentivo para projetos de cultura e arte.;2021-04-12 11:47:50;;2021-04-12 11:47:50
260;Baixo incentivo à ciência e produção.;2021-04-12 11:47:50;;2021-04-12 11:47:50
261;Baixo incentivo à inovação.;2021-04-12 11:47:50;;2021-04-12 11:47:50
262;Baixo incentivo à pesquisa voltada para realidade local.;2021-04-12 11:47:50;;2021-04-12 11:47:50
263;Baixo incentivo à prática de esportes nas universidades.;2021-04-12 11:47:50;;2021-04-12 11:47:50
264;Baixo incentivo às cooperativas e associações para o acesso a comercialização.;2021-04-12 11:47:50;;2021-04-12 11:47:50
265;Baixo investimento / incentivo para o setor tecnológico local.;2021-04-12 11:47:50;;2021-04-12 11:47:50
266;Baixo investimento dos órgãos públicos em apoio às associações comunitárias que trabalham na agricultura familiar.;2021-04-12 11:47:50;;2021-04-12 11:47:50
267;Baixo investimento e baixo custeio nas instituições de ensino superior a partir do ano de 2014.;2021-04-12 11:47:50;;2021-04-12 11:47:50
269;Baixo investimento em cultura e turismo local e regional, fomentando os saberes e fazeres dos agentes, grupos e órgãos gestores municipais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
270;Baixo investimento em editais e demais instrumentos de apoio à geração de negócios voltados para a Ciência, Tecnologia e Inovação.;2021-04-12 11:47:50;;2021-04-12 11:47:50
271;Baixo investimento em mobilidade nas rodovias estaduais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
272;Baixo investimento na atenção primária.;2021-04-12 11:47:50;;2021-04-12 11:47:50
273;Baixo investimento nas escolas de tempo integral do ensino fundamental.;2021-04-12 11:47:50;;2021-04-12 11:47:50
274;Baixo investimento nas políticas culturais, especialmente na Cultura Viva.;2021-04-12 11:47:50;;2021-04-12 11:47:50
275;Baixo investimento nos Centros Vocacionais Tecnológicos (CVT).;2021-04-12 11:47:50;;2021-04-12 11:47:50
276;Baixo nível de associativismo e cooperativismo.;2021-04-12 11:47:50;;2021-04-12 11:47:50
277;Baixo nível de atendimento do programa de distribuição de sementes.;2021-04-12 11:47:50;;2021-04-12 11:47:50
278;Baixo nível de informações e estímulo aos produtores de tecnologias alternativas para o processo de produção agroecológica.;2021-04-12 11:47:50;;2021-04-12 11:47:50
279;Baixo nível de regularização fundiária na região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
280;Baixo nível educacional do agricultor no uso de tecnologias.;2021-04-12 11:47:50;;2021-04-12 11:47:50
281;Baixo nível educacional dos atores.;2021-04-12 11:47:50;;2021-04-12 11:47:50
282;Baixo nível tecnológico para o agronegócio de nível médio.;2021-04-12 11:47:50;;2021-04-12 11:47:50
283;Baixo número de cursos na universidade pública.;2021-04-12 11:47:50;;2021-04-12 11:47:50
284;Baixo número de leitos de UTI (adulto e pediátrico) nos hospitais terciários.;2021-04-12 11:47:50;;2021-04-12 11:47:50
285;Baixo percentual de investimento em saúde.;2021-04-12 11:47:50;;2021-04-12 11:47:50
286;Baixo uso de tecnologia na dinâmica ensino-aprendizagem.;2021-04-12 11:47:50;;2021-04-12 11:47:50
287;Baixo índice de adoção de tecnologias alternativas de base agroecológica e adaptação à agricultura familiar.;2021-04-12 11:47:50;;2021-04-12 11:47:50
288;Baixo índice de cobertura de saneamento básico.;2021-04-12 11:47:50;;2021-04-12 11:47:50
289;Baixos incentivos ao desenvolvimento das atividades agropecuária e aos pequenos negócios.;2021-04-12 11:47:50;;2021-04-12 11:47:50
290;Baixos incentivos aos grupos produtivos da agricultura familiar (jovens, mulheres).;2021-04-12 11:47:50;;2021-04-12 11:47:50
291;Baixos incentivos e atrativos para surgimento de pequenas e médias indústrias.;2021-04-12 11:47:50;;2021-04-12 11:47:50
292;Baixos incentivos nas explorações extrativistas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
293;Baixos incentivos para agregar valores aos produtos da agricultura familiar.;2021-04-12 11:47:50;;2021-04-12 11:47:50
294;Baixos incentivos para agroecologia.;2021-04-12 11:47:50;;2021-04-12 11:47:50
295;Baixos incentivos tecnológicos para pesca e aquicultura.;2021-04-12 11:47:50;;2021-04-12 11:47:50
296;Baixos incentivos à produção agrícola.;2021-04-12 11:47:50;;2021-04-12 11:47:50
297;Baixos incentivos, atrativos e vias de acesso para o desenvolvimento do turismo da região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
298;Baixos investimento na captação e armazenamento hídrico na região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
299;Baixos investimentos e ausência de plano de médio e longo prazo para o desenvolvimento da agricultura familiar e suas organizações.;2021-04-12 11:47:50;;2021-04-12 11:47:50
300;Baixos investimentos em infraestutura e ausência de projetos na aquicultura familiar e pesca artesanal.;2021-04-12 11:47:50;;2021-04-12 11:47:50
301;Baixos investimentos em políticas de atração em indústrias para região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
302;Baixos investimentos para produção com foco nas mulheres e jovens do campo, levando ao êxodo rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
303;Baixos subsídios para agricultura familiar.;2021-04-12 11:47:50;;2021-04-12 11:47:50
304;Barramento ilegal no leito dos rios.;2021-04-12 11:47:50;;2021-04-12 11:47:50
305;Burocracia ao acesso as linhas de crédito para a produção.;2021-04-12 11:47:50;;2021-04-12 11:47:50
306;Burocracia estatal dificultando a formalização de produtores e empreendedores.;2021-04-12 11:47:50;;2021-04-12 11:47:50
307;Burocratização dos órgãos estatais na liberação da licença ambiental para exploração da terra.;2021-04-12 11:47:50;;2021-04-12 11:47:50
308;Burocratização dos órgãos estatais para o acesso do crédito rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
309;Burocratização no acesso ao crédito rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
310;Burocratização nos editais de incentivo.;2021-04-12 11:47:50;;2021-04-12 11:47:50
311;Burocratização nos processos do programa de aquisição de alimentos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
312;Capacitação insuficiente em gestão em turismo.;2021-04-12 11:47:50;;2021-04-12 11:47:50
313;Carência da infraestrutura viária rural (dificuldade de escoamento da produção).;2021-04-12 11:47:50;;2021-04-12 11:47:50
314;Carência de academias nos espaços públicos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
315;Carência de assistência social aos grupos familiares vulneráveis.;2021-04-12 11:47:50;;2021-04-12 11:47:50
316;Carência de atendimento na área materno-infantil.;2021-04-12 11:47:50;;2021-04-12 11:47:50
317;Carência de educação ambiental.;2021-04-12 11:47:50;;2021-04-12 11:47:50
318;Carência de eficiência das estações de tratamento de esgoto existentes.;2021-04-12 11:47:50;;2021-04-12 11:47:50
319;Carência de equipamentos adequados para prática de esporte.;2021-04-12 11:47:50;;2021-04-12 11:47:50
320;Carência de gerenciamento de resíduos sólidos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
321;Carência de habitação adequada urbana e rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
322;Carência de incentivo do Estado ao estabelecimento dos Planos de Saneamento Municipais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
323;Carência de incentivos a projetos esportivos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
324;Carência de investimento em equipamentos e profissionais para qualificar as práticas de esportes e lazer, treinamento de atletas, campeonatos regionais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
325;Carência de médicos para atendimento à população.;2021-04-12 11:47:50;;2021-04-12 11:47:50
326;Carência de política de esporte e lazer para a população idosa.;2021-04-12 11:47:50;;2021-04-12 11:47:50
327;Carência de políticas de esporte e lazer na região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
328;Carência de políticas públicas para a inclusão dos jovens no mercado de trabalho.;2021-04-12 11:47:50;;2021-04-12 11:47:50
329;Carência de políticas públicas para fixação do jovem rural no campo.;2021-04-12 11:47:50;;2021-04-12 11:47:50
330;Carência de professores efetivos nas Instituições de Ensino Superior (IES) estaduais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
331;Carência de recursos humanos nos equipamentos de esporte e lazer.;2021-04-12 11:47:50;;2021-04-12 11:47:50
332;Carência de recursos para esporte, lazer e cultura.;2021-04-12 11:47:50;;2021-04-12 11:47:50
333;Carência de saneamento básico nos espaços rurais e, em uma grande maioria da zona urbana, em muitos lugares a população utiliza fossa séptica.;2021-04-12 11:47:50;;2021-04-12 11:47:50
334;Carência de serviços de pronto atendimento de acidentes diversos no meio rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
335;Carência de transporte e infraestrutura viária às escolas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
336;Carência de uma qualificação de profissionais para fazer uma abordagem a pessoas LGBT.;2021-04-12 11:47:50;;2021-04-12 11:47:50
337;Carência de vagas nas escolas profissionalizantes.;2021-04-12 11:47:50;;2021-04-12 11:47:50
338;Carência do profissional de saúde bucal.;2021-04-12 11:47:50;;2021-04-12 11:47:50
339;Carência na certificação dos produtos da agricultura familiar.;2021-04-12 11:47:50;;2021-04-12 11:47:50
340;Carência na conexão da política de esporte e lazer com os costumes da região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
341;Carência na oferta de cursos de formação nas áreas agrárias/artesão, de acordo com as potencialidades locais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
342;Carência na proteção dos corpos hídricos(lagos e lagoas).;2021-04-12 11:47:50;;2021-04-12 11:47:50
343;Casos de abuso de poder por parte de agentes públicos de segurança.;2021-04-12 11:47:50;;2021-04-12 11:47:50
344;Casos de pouca inclusão de pessoas com necessidades especiais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
345;Casos de trabalho infantil.;2021-04-12 11:47:50;;2021-04-12 11:47:50
346;Centralização de políticas públicas no município de Sobral.;2021-04-12 11:47:50;;2021-04-12 11:47:50
347;Centralização de programas sociais em Sobral, desassistindo os outros municípios.;2021-04-12 11:47:50;;2021-04-12 11:47:50
348;Centralização de programas voltados para crianças e adolescentes.;2021-04-12 11:47:50;;2021-04-12 11:47:50
349;Centralização dos equipamentos da assistência social na área urbana deixando a área rural sem nenhum equipamento.;2021-04-12 11:47:50;;2021-04-12 11:47:50
350;Centralização dos investimentos em segurança pública em Sobral.;2021-04-12 11:47:50;;2021-04-12 11:47:50
351;Centralização dos projetos de habitação.;2021-04-12 11:47:50;;2021-04-12 11:47:50
352;Centralização e priorização dos investimentos nos grandes municípios em detrimento dos pequenos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
353;Centralização no município de Sobral da infraestrutura viária.;2021-04-12 11:47:50;;2021-04-12 11:47:50
354;Centralização nos investimentos e promoção apenas no turismo sol e praia (priorizando canoa quebrada).;2021-04-12 11:47:50;;2021-04-12 11:47:50
355;Chorume gerado pelo lixão de Aracati chega ao rio Jaguaribe.;2021-04-12 11:47:50;;2021-04-12 11:47:50
356;Cidades da região com planos diretores defasados.;2021-04-12 11:47:50;;2021-04-12 11:47:50
357;Coleta de lixo inadequada.;2021-04-12 11:47:50;;2021-04-12 11:47:50
358;Coleta de lixo seletiva ainda incipiente.;2021-04-12 11:47:50;;2021-04-12 11:47:50
359;Coleta e destinação inadequada de resíduos sólidos (lixos a céu aberto).;2021-04-12 11:47:50;;2021-04-12 11:47:50
360;Comprometimento dos recursos hídricos por exploração e comercialização inadequadas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
361;Comprometimento na abrangência da infraestrutura de energia.;2021-04-12 11:47:50;;2021-04-12 11:47:50
362;Comércio dependente da folha de pagamento da prefeitura.;2021-04-12 11:47:50;;2021-04-12 11:47:50
363;Concentração da oferta de ensino superior.;2021-04-12 11:47:50;;2021-04-12 11:47:50
364;Concentração da terra e meios de produção (recursos hídricos) nas mãos dos grandes latifundiários.;2021-04-12 11:47:50;;2021-04-12 11:47:50
365;Concentração de indústrias na RMF, em detrimento de outros municípios.;2021-04-12 11:47:50;;2021-04-12 11:47:50
366;Concentração dos investimentos em Juazeiro do Norte, afetando o desenvolvimento dos demais municípios da Região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
367;Concentração social e espacial da riqueza.;2021-04-12 11:47:50;;2021-04-12 11:47:50
368;Conflitos de facções.;2021-04-12 11:47:50;;2021-04-12 11:47:50
369;Conhecimento insuficiente dos investimentos de gestão / legislação dos recursos hídricos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
370;Contaminação da água e do solo por conta da utilização de agrotóxicos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
371;Contaminação dos recursos hídricos pela destinação inadequada de resíduos e efluentes.;2021-04-12 11:47:50;;2021-04-12 11:47:50
372;CRAS com estrutura inadequada para o atendimento aos usuários.;2021-04-12 11:47:50;;2021-04-12 11:47:50
373;Cultura de sonegação de tributos elevada (comércio e serviço).;2021-04-12 11:47:50;;2021-04-12 11:47:50
374;Currículo descontextualizado com a questão de gênero.;2021-04-12 11:47:50;;2021-04-12 11:47:50
375;Currículo descontextualizados com a atualidade.;2021-04-12 11:47:50;;2021-04-12 11:47:50
376;Currículo enxuto voltado somente para português e matemática.;2021-04-12 11:47:50;;2021-04-12 11:47:50
377;Currículo escolar defasado.;2021-04-12 11:47:50;;2021-04-12 11:47:50
378;Currículo escolar pouco atraente.;2021-04-12 11:47:50;;2021-04-12 11:47:50
379;Currículos não voltados para inovação.;2021-04-12 11:47:50;;2021-04-12 11:47:50
380;Curto período de execução dos programas PAA e PNAE.;2021-04-12 11:47:50;;2021-04-12 11:47:50
381;Curto período para execução do Programa de Aquisição de Alimentos ¿ Compra com Doação Simultânea (PAA-CDS).;2021-04-12 11:47:50;;2021-04-12 11:47:50
382;Declínio gradativo nos investimentos na educação superior.;2021-04-12 11:47:50;;2021-04-12 11:47:50
383;Deficiência da equipe mínima responsável pelos serviços socioassistenciais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
384;Deficiência da instrumentalização virtual.;2021-04-12 11:47:50;;2021-04-12 11:47:50
385;Deficiência da logística do campo.;2021-04-12 11:47:50;;2021-04-12 11:47:50
386;Deficiência da política de inclusão social no que diz respeito à avaliação e controle necessário para priorização do acesso dos grupos vulneráveis e/ou PCD.;2021-04-12 11:47:50;;2021-04-12 11:47:50
1;A geração de energia renovável não vem gerando redução nos custos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
2;A maioria das pessoas que estão em distorção a idade/série são negros.;2021-04-12 11:47:50;;2021-04-12 11:47:50
3;Abertura de universidades privadas sem a devida capacitação profissional.;2021-04-12 11:47:50;;2021-04-12 11:47:50
4;Abordagem de agentes públicos com o uso indevido da força, sobretudo em relação a negros e LGBTs.;2021-04-12 11:47:50;;2021-04-12 11:47:50
5;Abordagem preconceituosa dos agentes de segurança em relação às populações vulneráveis.;2021-04-12 11:47:50;;2021-04-12 11:47:50
7;Acessibilidade ineficiente.;2021-04-12 11:47:50;;2021-04-12 11:47:50
8;Acesso desigual a uma educação de qualidade, contextualizada numa perspectiva inclusiva em todos os níveis de ensino.;2021-04-12 11:47:50;;2021-04-12 11:47:50
9;Acesso precário aos serviços na atenção da média e alta complexidade.;2021-04-12 11:47:50;;2021-04-12 11:47:50
10;Acesso reduzido às populações de poder aquisitivo baixo ao serviço de saúde.;2021-04-12 11:47:50;;2021-04-12 11:47:50
11;Acesso restrito dos profissionais da cultura nas instituições de ensino básico.;2021-04-12 11:47:50;;2021-04-12 11:47:50
12;Aculturação do povo nativo.;2021-04-12 11:47:50;;2021-04-12 11:47:50
13;Adoecimento dos estudantes e professores por problemas emocionais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
14;Adoecimento dos profissionais do âmbito prisional.;2021-04-12 11:47:50;;2021-04-12 11:47:50
15;Alta burocratização para o acesso ao crédito rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
17;Alta demanda de saúde mental (problemas socioemocionais e vulnerabilidade social) na escola.;2021-04-12 11:47:50;;2021-04-12 11:47:50
18;Alta distorção idade/série.;2021-04-12 11:47:50;;2021-04-12 11:47:50
19;Alta mortalidade materna e infantil.;2021-04-12 11:47:50;;2021-04-12 11:47:50
20;Alta rotatividade de juízes, procuradores e defensores públicos (insuficiência).;2021-04-12 11:47:50;;2021-04-12 11:47:50
21;Alta rotatividade dos técnicos prestadores de assistência técnica e extensão rural devido a forma de contratação.;2021-04-12 11:47:50;;2021-04-12 11:47:50
22;Alta taxa de acidentes decorrentes por motocicletas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
24;Alta taxa de suicídio decorrente da carência da assistência social.;2021-04-12 11:47:50;;2021-04-12 11:47:50
25;Alta taxação de forma desregrada e cobrança antecipada de ICMS.;2021-04-12 11:47:50;;2021-04-12 11:47:50
26;Alto consumo de produtos contaminados com agrotóxicos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
27;Alto custo dos insumos para produção agropecuária.;2021-04-12 11:47:50;;2021-04-12 11:47:50
28;Alto custo para o cidadão utilizar as energias renováveis.;2021-04-12 11:47:50;;2021-04-12 11:47:50
29;Alto custo para produção com crescente descapitalização dos produtores.;2021-04-12 11:47:50;;2021-04-12 11:47:50
30;Alto número de jovens na ociosidade, devido a falta de oportunidade na educação e baixo incentivo.;2021-04-12 11:47:50;;2021-04-12 11:47:50
31;Alto uso de agrotóxicos e baixa divulgação de tecnologias alternativas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
32;Alto uso de agrotóxicos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
33;Alto índice de acidentes automobilísticos na região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
34;Alto índice de acidentes de trânsito nas áreas urbanas e rurais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
35;Alto índice de alunos envolvidos com drogas/prostituição.;2021-04-12 11:47:50;;2021-04-12 11:47:50
36;Alto índice de analfabetos funcionais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
38;Alto índice de desemprego.;2021-04-12 11:47:50;;2021-04-12 11:47:50
39;Alto índice de gravidez na infância e adolescência.;2021-04-12 11:47:50;;2021-04-12 11:47:50
40;Alto índice de incidência de jovens em cumprimento de medidas socioeducativas, com baixo índice de socialização.;2021-04-12 11:47:50;;2021-04-12 11:47:50
41;Alto índice de sedentarismo.;2021-04-12 11:47:50;;2021-04-12 11:47:50
42;Alto índice de violência no meio rural, dificultando o escoamento da produção.;2021-04-12 11:47:50;;2021-04-12 11:47:50
43;Ambientes públicos com pouca oferta de espaços de lazer (praças esportivas).;2021-04-12 11:47:50;;2021-04-12 11:47:50
44;Ameaça ao uso racional dos recursos hídricos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
45;Ampliação das áreas urbanas em detrimento de áreas rurais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
46;Aperfeiçoamento do ensino, capacitação dos professores (mestrado e doutorado).;2021-04-12 11:47:50;;2021-04-12 11:47:50
47;Apoio insuficiente ao desenvolvimento de ações culturais e esportivas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
48;Apoio insuficiente em tecnologias sociais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
49;Apoio logístico as visitas técnicas insuficiente.;2021-04-12 11:47:50;;2021-04-12 11:47:50
50;Apoio à energia sustentável, em detrimento as energias limpas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
51;Articulação fraca dos agentes de segurança com as demais políticas de combate ao tráfico de drogas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
52;Assistência social pouco valorizada e poucos recursos financeiros.;2021-04-12 11:47:50;;2021-04-12 11:47:50
53;Assistência técnica e extensão rural ineficiente, insuficiente e descontinuada.;2021-04-12 11:47:50;;2021-04-12 11:47:50
54;Assistência técnica e extensão rural insuficiente e descontinuada para agricultura familiares, assentamentos, reassentamentos, povos e comunidades tradicionais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
55;Assistência técnica insuficiente, ineficiente e descontinuada.;2021-04-12 11:47:50;;2021-04-12 11:47:50
56;Assoreamento dos rios, riachos e reservatórios.;2021-04-12 11:47:50;;2021-04-12 11:47:50
57;Atendimento aos usuários não é suficiente, as demandas humanizadas deficiente, ausência de profissionais especializados, deficiência na assistência farmacêutica.;2021-04-12 11:47:50;;2021-04-12 11:47:50
58;Atendimento inadequado ás mulheres vítimas de violência, idosos e crianças.;2021-04-12 11:47:50;;2021-04-12 11:47:50
59;Atendimento incorreto referente à política de humanização.;2021-04-12 11:47:50;;2021-04-12 11:47:50
60;Atenção precária á saúde do trabalhador.;2021-04-12 11:47:50;;2021-04-12 11:47:50
61;Atenção primária na saúde com baixa resolutividade.;2021-04-12 11:47:50;;2021-04-12 11:47:50
62;Atitudes ostensivas e desumanas na transferência dos detentos para outra localidade.;2021-04-12 11:47:50;;2021-04-12 11:47:50
63;Aumento da criminalidade dos jovens.;2021-04-12 11:47:50;;2021-04-12 11:47:50
64;Aumento da criminalidade na juventude urbana e rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
65;Aumento da criminalidade por falta de emprego.;2021-04-12 11:47:50;;2021-04-12 11:47:50
66;Aumento da insegurança no meio rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
67;Aumento da mendicância e do trabalho infantil.;2021-04-12 11:47:50;;2021-04-12 11:47:50
68;Aumento da obesidade em todas as faixas etárias pela alimentação inadequada e ultraprocessada.;2021-04-12 11:47:50;;2021-04-12 11:47:50
69;Aumento da população de rua, fragilidade dos vínculos familiares e aumento da violência contra idosos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
70;Aumento da população usuária de substâncias psicoativas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
71;Aumento da população usuária de álcool e drogas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
72;Aumento da violência contra a mulher, em especial na área rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
73;Aumento da violência contra os grupos mais vulneráveis (mulheres, adolescentes, LGBT, idosos e negros).;2021-04-12 11:47:50;;2021-04-12 11:47:50
74;Aumento da violência na região, tanto na área urbana quanto rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
75;Aumento da violência nos municípios do Vale do Jaguaribe.;2021-04-12 11:47:50;;2021-04-12 11:47:50
76;Aumento da violência à pessoa idosa.;2021-04-12 11:47:50;;2021-04-12 11:47:50
77;Aumento das facções criminosas e da insegurança nas pequenas e grandes cidades, inclusive na zona rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
78;Aumento de mortes prematuras por doenças não transmissíveis.;2021-04-12 11:47:50;;2021-04-12 11:47:50
79;Aumento do consumo de drogas entre os jovens.;2021-04-12 11:47:50;;2021-04-12 11:47:50
80;Aumento do custo de vida local motivado pelo aumento do fluxo do turismo.;2021-04-12 11:47:50;;2021-04-12 11:47:50
81;Aumento do déficit habitacional.;2021-04-12 11:47:50;;2021-04-12 11:47:50
82;Aumento do genocídio, feminicídio, LGBTfobia, jovens da periferia, idosos, povos e comunidades tradicionais em todo o estado do Ceará.;2021-04-12 11:47:50;;2021-04-12 11:47:50
83;Aumento do número da obesidade infantil (0 a 5 anos).;2021-04-12 11:47:50;;2021-04-12 11:47:50
84;Aumento do número de assaltos.;2021-04-12 11:47:50;;2021-04-12 11:47:50
85;Aumento do número de usuários de drogas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
86;Aumento dos usuários de drogas.;2021-04-12 11:47:50;;2021-04-12 11:47:50
87;Ausência / deficiência do abastecimento de água para o consumo humano.;2021-04-12 11:47:50;;2021-04-12 11:47:50
88;Ausência da delegacia da mulher na região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
89;Ausência da disciplina de educação ambiental na rede de ensino.;2021-04-12 11:47:50;;2021-04-12 11:47:50
90;Ausência da prestação de serviços de esgotamento sanitário.;2021-04-12 11:47:50;;2021-04-12 11:47:50
91;Ausência da residência universitária.;2021-04-12 11:47:50;;2021-04-12 11:47:50
92;Ausência de alternativas para as populações rurais para ter o acesso ao saneamento rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
93;Ausência de assistência técnica e extensão pesqueira e aquícola.;2021-04-12 11:47:50;;2021-04-12 11:47:50
94;Ausência de assistência técnica e extensão rural nos assentamentos, comunidades e povos tradicionais.;2021-04-12 11:47:50;;2021-04-12 11:47:50
95;Ausência de atendimento especializado a criança e adolescente na área da segurança na área rural.;2021-04-12 11:47:50;;2021-04-12 11:47:50
96;Ausência de ações permanentes para formação cidadã dos estudantes.;2021-04-12 11:47:50;;2021-04-12 11:47:50
97;Ausência de campus universitário nas cidades menores da região dos Inhamuns.;2021-04-12 11:47:50;;2021-04-12 11:47:50
98;Ausência de capacitação para alguns serviços da área socioassistenciais (SICON e SISC).;2021-04-12 11:47:50;;2021-04-12 11:47:50
99;Ausência de controle da qualidade da água do Rio Jaguaribe.;2021-04-12 11:47:50;;2021-04-12 11:47:50
100;Ausência de cooperação técnica entre as instituições de ensino publica e privado voltado para a região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
101;Ausência de cursos de mestrado e doutorado na região.;2021-04-12 11:47:50;;2021-04-12 11:47:50
102;Ausência de cursos preparatórios para ingresso ao ensino superior.;2021-04-12 11:47:50;;2021-04-12 11:47:50
